designation,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,miss_distance_min_au,miss_distance_mean_au,relative_velocity_max_kms,n_close_approaches,is_potentially_hazardous_asteroid
1620,1620 Geographos (1951 RA),15.27,2.3472263753,5.2485577338,0.0333047312,0.11597470000357145,16.7374296551,28,1
1863,1863 Antinous (1948 EA),15.32,2.29379698,5.1290859738,0.1742218501,0.18255148494999998,18.0439196389,6,0
1915,1915 Quetzalcoatl (1953 EA),18.38,0.5604733623,1.2532565376,0.0253323011,0.19961789186666667,19.5199994152,21,0
1917,1917 Cuyo (1968 AA),14.38,3.536347843,7.907514169,0.0729436121,0.11865149786666666,16.4047887916,6,0
2063,2063 Bacchus (1977 HB),17.21,0.9606274149,2.1480282008,0.0677525193,0.1309815611787879,16.1454613235,33,0
2100,2100 Ra-Shalom (1978 RA),16.24,1.5016024791,3.3576852183,0.1494141873,0.17519032908688517,15.3510559219,61,0
2102,2102 Tantalus (1975 YA),15.99,1.6848256925,3.7673847787,0.0369610986,0.10230931013571429,35.0430623923,14,1
2201,2201 Oljato (1947 XC),15.32,2.29379698,5.1290859738,0.084888162,0.13859233453124997,25.6795609999,16,1
2340,2340 Hathor (1976 UA),20.41,0.2200670271,0.4920848322,0.0052923877,0.27838085955000014,29.4515626955,152,1
887,887 Alinda (A918 AA),13.82,4.5767266723,10.2338719537,0.0821977284,0.12843392533333334,11.2689537669,3,0
1627,1627 Ivar (1929 SH),12.79,7.3545308935,16.4452310205,0.1407388676,0.15972330786666666,7.8319947877,6,0
1943,1943 Anteros (1973 EC),15.66,1.9613494437,4.3857106837,0.0636292288,0.09520392145833334,7.542126512,12,0
2101,2101 Adonis (1936 CA),18.69,0.4859090375,1.0865256386,0.0148228541,0.09764462939999999,30.1168741089,16,1
2135,2135 Aristaeus (1977 HA),18.05,0.6524616298,1.4589485569,0.0297336088,0.2857217570475,29.6606869628,40,1
433,433 Eros (A898 PA),10.4,22.1082810359,49.435619262,0.1494623094,0.31753473528529413,6.0840524046,34,0
1685,1685 Toro (1948 OA),14.26,3.7372743191,8.3567994282,0.0740212591,0.14482832655666664,18.0866234247,30,0
2062,2062 Aten (1976 AA),17.11,1.0059003902,2.249261651,0.1139111653,0.26356541628532115,21.3545136138,109,0
2329,2329 Orthos (1976 WA),14.57,3.2400743539,7.2450265076,0.0949586408,0.1492605239625,23.0928141511,8,0
1221,1221 Amor (1932 EA1),17.37,0.8923905787,1.9954459964,0.1052770428,0.131028708085,11.0809325481,20,0
1566,1566 Icarus (1949 MA),16.53,1.313877806,2.9379200884,0.0395614418,0.09935800001111113,34.1302242146,18,1
1580,1580 Betulia (1950 KA),14.54,3.2851482781,7.345814866,0.1298026424,0.1655458929142857,28.870736035,7,0
1862,1862 Apollo (1932 HA),16.09,1.6089960451,3.5978245324,0.0282672878,0.1021378017,23.0318518079,22,1
1865,1865 Cerberus (1971 UA),16.77,1.1763998937,2.6305101311,0.1630575672,0.16786909396,17.3288714227,10,0
1866,1866 Sisyphus (1972 XA),12.47,8.5222638645,19.0563613233,0.1028837398,0.14736122744285715,27.8281414502,7,0
1981,1981 Midas (1973 EA),15.28,2.3364418497,5.2244428015,0.0297913772,0.09943500509999999,31.7683664407,17,1
2061,2061 Anza (1960 UA),16.7,1.214940408,2.7166893409,0.0536853979,0.10014365545714286,10.7463611954,7,0
2202,2202 Pele (1972 RA),16.99,1.0630531449,2.3770590956,0.1451846558,0.14965806183333333,7.3432813589,3,0
2212,2212 Hephaistos (1978 SB),13.45,5.4269394569,12.1350055355,0.0894180488,0.16347344669999997,33.8588234718,9,0
2608,2608 Seneca (1978 DA),17.48,0.8483107619,1.8968805296,0.0900396925,0.31488949179166664,25.2269076464,12,0
3122,3122 Florence (1981 ET3),14.08,4.0602705828,9.0790410302,0.0472367765,0.08346179921428572,14.6043629525,7,1
3551,3551 Verenia (1983 RD),16.72,1.2038017674,2.6917825833,0.0690341063,0.10728774458000001,9.7423944321,5,0
3752,3752 Camillo (1985 PA),15.14,2.4920398144,5.5723704277,0.080134862,0.12107297825999999,30.8778401154,10,0
3908,3908 Nyx (1980 PA),17.45,0.8601119401,1.9232687664,0.0579976837,0.09758819563,9.4962388673,10,0
4197,4197 Morpheus (1982 TA),14.97,2.6949764633,6.0261505697,0.0845562719,0.15796522115454545,28.8548638759,11,0
3102,3102 Krok (1981 QA),16.16,1.5579552413,3.4836938254,0.196608458,0.19771905423333336,6.2053377665,3,0
3103,3103 Eger (1982 BB),15.3,2.3150212221,5.176544822,0.1150862667,0.1433137165875,17.272948802,8,0
3200,3200 Phaethon (1983 TB),14.38,3.536347843,7.907514169,0.0198238862,0.09693753674666666,39.6463324376,15,1
3361,3361 Orpheus (1982 HR),19.5,0.3346223745,0.7482383761,0.0211268361,0.10024936002000001,13.5006266031,45,1
3362,3362 Khufu (1984 QA),18.52,0.5254785303,1.1750057146,0.0112588418,0.3579296387706162,30.110449291,211,1
3988,3988 Huma (1986 LA),17.95,0.6832111991,1.5277066841,0.1759689117,0.18704903456666666,7.9330954591,6,0
4034,4034 Vishnu (1986 PA),18.5,0.5303407233,1.1858779086,0.1407761715,0.16716831555454548,19.7117459587,22,1
4179,4179 Toutatis (1989 AC),15.29,2.3257068746,5.2004386672,0.0103571916,0.07539003303636363,20.0856349157,11,1
4183,4183 Cuno (1959 LM),14.18,3.8775283038,8.670416872,0.0611022913,0.13857509974374999,22.1417647471,16,1
3288,3288 Seleucus (1982 DV),15.34,2.2727673228,5.0820622309,0.1217831498,0.13969433763333333,6.8774676125,3,0
3360,3360 Syrinx (1981 VA),16.03,1.654074158,3.6986222571,0.0962422232,0.150160157625,26.0543266298,4,0
3554,3554 Amun (1986 EB),15.91,1.7480545317,3.9087687612,0.2507350491,0.33085408518333354,19.3906212928,144,0
3671,3671 Dionysus (1984 KD),16.5,1.332155667,2.978790628,0.0279966862,0.09366079886249998,14.5041829095,8,1
3753,3753 Cruithne (1986 TO),15.42,2.1905591097,4.898239078,0.0912686079,0.11998952807999999,16.6391713031,20,0
3757,3757 Anagolay (1982 XB),19.01,0.4193290755,0.9376483177,0.0377273503,0.09987729852727273,10.8941174534,11,1
4257,4257 Ubasti (1987 QA),15.97,1.7004151927,3.8022439609,0.1706292477,0.17939081195,25.0749515141,4,0
3838,3838 Epona (1986 WA),15.67,1.9523378616,4.3655601735,0.1972843301,0.198362973525,29.8296098577,4,0
4015,4015 Wilson-Harrington (1979 VA),16.16,1.5579552413,3.4836938254,0.0525435138,0.09858230511428571,13.8808666113,7,1
4341,4341 Poseidon (1987 KF),16.07,1.6238839022,3.6311147929,0.1951870073,0.19552416965,20.9930489591,2,0
4450,4450 Pan (1987 SY),17.27,0.9344476509,2.0894884689,0.0369065903,0.10102786434545456,23.9321985061,22,1
4769,4769 Castalia (1989 PB),17.38,0.8882904164,1.9862777548,0.0250771368,0.12168107517058825,20.8463423143,34,1
4947,4947 Ninkasi (1988 TJ1),18.07,0.6464798256,1.4455728362,0.1501264538,0.16614413458000002,8.5385069282,10,0
5011,5011 Ptah (6743 P-L),16.64,1.2489785407,2.7928009194,0.019511947,0.14268127999130434,17.4370250951,23,1
5590,5590 (1990 VA),19.91,0.2770479727,0.6194981001,0.1198506445,0.28783355131666666,23.5854402168,84,0
5645,5645 (1990 SP),17.23,0.9518203298,2.1283349598,0.0807794546,0.11651111633999998,15.574500982,15,0
4486,4486 Mithra (1987 SB),15.62,1.9978136523,4.4672471329,0.046542209,0.1375017971866667,22.6359629696,15,1
5143,5143 Heracles (1991 VL),14.04,4.1357566488,9.2478330051,0.0511206046,0.12221113679166666,30.2874582033,12,0
5324,5324 Lyapunov (1987 SL),15.35,2.2623249055,5.058712276,0.1822478443,0.18279648835,13.9620789804,2,0
5381,5381 Sekhmet (1991 JY),16.75,1.1872849879,2.6548499417,0.1127971167,0.1355238246391304,25.3072004597,23,0
4544,4544 Xanthus (1989 FB),17.39,0.8842090927,1.9771516375,0.1733300159,0.184317604655,11.2659299747,20,0
4660,4660 Nereus (1982 DB),18.75,0.4726666672,1.0569147985,0.0080084164,0.22342907292777772,20.9604800421,36,1
4688,4688 (1980 WF),19.6,0.3195618867,0.7145621017,0.1142675783,0.22539951827499993,15.9605599715,16,0
5189,5189 (1990 UQ),17.85,0.7154099509,1.599705282,0.051059434,0.1086116656576923,17.1559381486,26,1
5370,5370 Taranis (1986 RA),15.23,2.3908645717,5.3461357073,0.132539558,0.132539558,13.2119141977,1,0
5496,5496 (1973 NA),16.18,1.5436718218,3.4517551284,0.0765226166,0.10672724513333333,38.2171984587,6,0
5604,5604 (1992 FE),17.32,0.9131770255,2.0419259045,0.0335965722,0.10618776529545454,17.6047371481,44,1
4581,4581 Asclepius (1989 FC),20.74,0.1890405519,0.4227075246,0.0045723085,0.2759477106493826,25.5727946639,162,1
4953,4953 (1990 MU),14.88,2.8090209395,6.2811617709,0.0230908604,0.11189117741666668,27.9239601412,18,1
6063,6063 Jason (1984 KB),16.02,1.6617090174,3.7156943217,0.0658905534,0.13384443936666665,28.3440590368,12,0
6178,6178 (1986 DA),15.71,1.9167036797,4.2858797205,0.1938832856,0.1959551826,4.9009380884,2,0
6239,6239 Minos (1989 QF),18.59,0.5088092249,1.1377320144,0.0261441723,0.10401230335000002,18.6792591238,30,1
7025,7025 (1993 QA),18.08,0.6435095206,1.4389310323,0.0627571868,0.31724163525675675,18.9004661362,37,0
7092,7092 Cadmus (1992 LC),15.12,2.5150983749,5.6239309364,0.0904808085,0.12953977519999998,21.6104270775,4,0
7336,7336 Saunders (1989 RS1),18.8,0.4619074603,1.0328564805,0.1902732918,0.193090312075,5.4138308985,4,0
7341,7341 (1991 VK),16.96,1.0778416872,2.4101272816,0.0528477611,0.07608250830000002,13.9710766822,29,1
7822,7822 (1991 CS),17.34,0.9048049682,2.0232054153,0.0246803762,0.12666438755925927,20.9690410591,27,1
5660,5660 (1974 MA),15.38,2.2312846442,4.9893041415,0.1648940496,0.36483966817105273,41.5646605978,38,0
5731,5731 Zeus (1988 VP4),15.47,2.1406958967,4.7867415442,0.0643195549,0.1241895918,18.1818754698,5,0
6489,6489 Golevka (1991 JX),19.22,0.3806755436,0.8512163929,0.0331845772,0.15176883213333336,24.6678244734,27,1
6611,6611 (1993 VW),16.82,1.1496217629,2.5706324102,0.0719177472,0.1334907425235294,16.3309822451,17,0
7236,7236 (1987 PA),18.32,0.5761757511,1.2883681464,0.1422636311,0.3035702632076923,15.6319984478,13,0
7335,7335 (1989 JA),17.7,0.7665755735,1.7141150923,0.0269031792,0.08149376644444443,15.3828616619,9,1
7358,7358 Oze (1995 YA3),14.73,3.0099201655,6.7303860969,0.1236807679,0.12473050093333334,5.4257991099,3,0
7474,7474 (1992 TC),18.11,0.634680239,1.4191881584,0.1669567081,0.17558550595,3.1236056891,6,0
7480,7480 Norwan (1994 PC),17.24,0.9474471126,2.118556149,0.1598122214,0.16442222320000002,6.7947804629,5,0
5693,5693 (1993 EA),16.78,1.1709948272,2.6184240349,0.0477757361,0.11317188248461538,24.5856521947,26,1
6047,6047 (1991 TB1),17.84,0.7187121332,1.607089186,0.1401498533,0.32382192377222224,24.4247333473,54,0
7753,7753 (1988 XB),18.01,0.6645917971,1.4860724357,0.0156010345,0.09222791322,16.0869761666,35,1
5797,5797 Bivoj (1980 AA),18.89,0.4431543091,0.9909231597,0.0700290174,0.09386266405,9.3313309757,10,0
5879,5879 Almeria (1992 CH1),17.61,0.7990150812,1.7866520367,0.167517273,0.17635922211249996,11.7741221306,8,0
6037,6037 (1988 EG),18.86,0.4493191996,1.004708274,0.0243748707,0.09553246335384616,20.1976907069,26,1
6491,6491 (1991 OA),18.72,0.4792421155,1.071617948,0.0574919174,0.17490993807272728,25.8807438633,22,1
7350,7350 (1993 VA),17.16,0.9830033019,2.1980622051,0.114798255,0.14155442044000002,14.7286197716,25,0
7482,7482 (1994 PC1),16.58,1.2839702958,2.8710448625,0.0075227905,0.08750638220000001,22.4465350149,13,1
7839,7839 (1994 ND),17.83,0.7220295577,1.6145071727,0.1460332059,0.2829210547571429,25.6580739342,14,0
7888,7888 (1993 UC),15.19,2.4353140627,5.4455277909,0.0816085182,0.244072892275,25.2483896971,16,0
8034,8034 Akka (1992 LR),18.02,0.6615382752,1.4792445531,0.0744421847,0.125247880875,9.4081064047,8,0
8566,8566 (1996 EN),16.47,1.3506877983,3.0202297334,0.0251399999,0.09627636980909092,25.2577760572,11,1
9856,9856 (1991 EE),17.08,1.0198938585,2.2805519975,0.0304773747,0.0916523685625,18.660064483,8,1
10145,10145 (1994 CK1),17.0,1.0581688593,2.3661375011,0.0703754065,0.11788244292000001,21.7638333176,15,0
10302,10302 (1989 ML),19.48,0.3377185972,0.7551617405,0.0817828783,0.11751694885714288,2.8608875134,14,0
10860,10860 (1995 LE),17.02,1.0484675089,2.3444446221,0.0985719827,0.13067863240000002,9.6604603061,5,0
11054,11054 (1991 FA),17.07,1.0246014747,2.2910785472,0.1328681288,0.14503518499999998,5.8112867076,5,0
11284,11284 Belenus (1990 BA),18.25,0.5950520786,1.330576898,0.1694651594,0.17468293059999998,2.2071147719,4,0
12538,12538 (1998 OH),15.96,1.7082639526,3.8197943216,0.0292086428,0.095648329075,18.6664439289,12,1
14402,14402 (1991 DB),18.77,0.4683332331,1.0472249454,0.1018298389,0.1367011939846154,12.7782100075,13,0
9058,9058 (1992 JB),17.82,0.7253622947,1.6219593992,0.0828504303,0.11998904921111112,11.9946338333,9,0
9162,9162 Kwiila (1987 OA),18.01,0.6645917971,1.4860724357,0.0801502567,0.13166752485263158,22.5457087811,19,0
10115,10115 (1992 SK),17.14,0.9920989194,2.2184006242,0.0444719425,0.12273131365555555,16.5504151585,18,1
11311,11311 Peleus (1993 XN2),15.74,1.8904055193,4.2270752462,0.0986042343,0.1380740126,20.0941802323,6,0
11405,11405 (1999 CV3),15.22,2.4019003012,5.3708123486,0.123280993,0.14276766500000002,17.716996235,9,0
13651,13651 (1997 BR),17.86,0.7121229407,1.5923553038,0.0149834715,0.09440134492857143,14.9744794873,14,1
8176,8176 (1991 WA),16.99,1.0630531449,2.3770590956,0.1795927077,0.19085106346666666,27.8217776326,3,0
8201,8201 (1994 AH2),15.92,1.7400229507,3.8908096001,0.1519624908,0.1789797689,23.1312990631,9,0
8567,8567 (1996 HW1),15.36,2.2519304668,5.0354696043,0.1221807564,0.1311716696,6.5322288686,3,0
8709,8709 Kadlu (1994 JF1),17.1,1.0105434154,2.2596437711,0.1882603367,0.19345720316666667,8.2132885671,3,0
11066,11066 Sigurd (1992 CC1),15.17,2.4578477463,5.4959146391,0.1204041688,0.14605518556000002,23.4155483792,10,0
11500,11500 Tomaiyowit (1989 UR),18.38,0.5604733623,1.2532565376,0.0351380987,0.11465157008181819,16.9087637681,33,1
8014,8014 (1990 MF),18.88,0.4451998164,0.9954970531,0.0197307658,0.07487451034666666,14.5559428781,15,1
10563,10563 Izhdubar (1993 WD),16.94,1.0878148336,2.4324279148,0.1441417813,0.3065626448028037,40.1900653676,107,0
10636,10636 (1998 QK56),17.7,0.7665755735,1.7141150923,0.1213066157,0.14756103985,16.335626238,8,0
11398,11398 (1998 YP11),16.36,1.4208720673,3.1771665298,0.1996698437,0.1996698437,10.1064014353,1,0
11885,11885 Summanus (1990 SS),18.52,0.5254785303,1.1750057146,0.1020622958,0.2863214306969697,26.4344908521,33,0
12711,12711 Tukmit (1991 BB),16.02,1.6617090174,3.7156943217,0.1109565961,0.14896062004666666,23.5723320051,15,0
12923,12923 Zephyr (1999 GK4),15.8,1.8388867207,4.1118757104,0.1860185191,0.19097333145,13.7914172913,2,1
13553,13553 Masaakikoyama (1992 JE),16.54,1.3078410858,2.9244215717,0.1917394355,0.1949674454,4.4072337778,3,0
14827,14827 Hypnos (1986 JK),18.81,0.4597851883,1.028110936,0.0269832974,0.063972800225,14.4532324525,4,1
17181,17181 (1999 UM3),16.77,1.1763998937,2.6305101311,0.051041812,0.27633127071578945,30.3872622822,19,0
17182,17182 (1999 VU),17.13,0.99667824,2.2286402963,0.1509323448,0.16853166076842105,20.8882012743,19,0
17511,17511 (1992 QN),17.32,0.9131770255,2.0419259045,0.1383621883,0.16488695661,15.0897575236,20,0
20236,20236 (1998 BZ7),17.72,0.7595475664,1.6983999907,0.0629861295,0.10310259465,14.324337627,12,1
22753,22753 (1998 WT),17.68,0.77366861,1.729975604,0.0350513437,0.10252986990000001,24.1792967585,27,1
16064,16064 Davidharvey (1999 RH27),16.86,1.128638801,2.523713081,0.2321704652,0.3162282476666667,5.7822518503,9,0
16960,16960 (1998 QS52),14.32,3.6354232184,8.1290534434,0.0417903647,0.11216790604999999,34.1309895841,8,1
17274,17274 (2000 LC16),16.86,1.128638801,2.523713081,0.1943246231,0.1943246231,5.3944516158,1,0
19356,19356 (1997 GH3),17.0,1.0581688593,2.3661375011,0.1438608348,0.1561613045,8.5063245468,3,0
20826,20826 (2000 UV13),13.85,4.5139316282,10.0934579665,0.122135908,0.13032270366666668,23.0593123859,3,0
22771,22771 (1999 CU3),16.96,1.0778416872,2.4101272816,0.0651529468,0.1326807256,18.3682551595,18,0
16834,16834 (1997 WU22),15.75,1.8817198949,4.2076535996,0.1740073176,0.18274845181666666,13.4282202782,6,0
18109,18109 (2000 NG11),17.19,0.9695159909,2.167903661,0.191153864,0.19453126103333332,2.2306424448,3,0
20255,20255 (1998 FX2),18.45,0.5426939457,1.2135005535,0.0958798059,0.2852722160571429,18.5117300996,14,0
20429,20429 (1998 YN1),17.76,0.745684261,1.6674006973,0.0652018383,0.14015129358846154,17.029595872,26,0
21374,21374 (1997 WS22),17.45,0.8601119401,1.9232687664,0.1096392259,0.1412665324,13.2956504328,14,0
22099,22099 (2000 EX106),18.09,0.6405528629,1.4323197447,0.1673472039,0.18156321401923076,11.471665549,26,0
17188,17188 (1999 WC2),16.42,1.3821493588,3.0905799213,0.0720080323,0.11743389452857143,23.5878071081,7,0
18172,18172 (2000 QL7),15.69,1.9344387205,4.3255364773,0.3674065796,0.4284913202199999,11.8527393644,10,0
20086,20086 (1994 LW),16.68,1.2261821132,2.7418265579,0.2691793371,0.3793094480375,20.6338935999,8,0
20425,20425 (1998 VD35),20.51,0.2101623793,0.4699373665,0.0258022226,0.13112749262692308,17.0010274111,26,1
24445,24445 (2000 PM8),14.71,3.0377706139,6.7926615927,0.1812743064,0.18280318585,18.474572003,2,0
25330,25330 (1999 KV4),16.74,1.1927652464,2.6671041722,0.1767203111,0.1851978682875,11.2952763307,8,0
26379,26379 (1999 HZ1),18.2,0.6089126221,1.3615700154,0.1308768688,0.2650846176750001,29.3879369766,48,0
29075,29075 (1950 DA),17.28,0.930154254,2.0798881414,0.0352235769,0.060044520175,15.6996885239,8,1
31346,31346 (1998 PB1),17.16,0.9830033019,2.1980622051,0.1776799713,0.1776799713,6.1126806979,1,0
31662,31662 (1999 HP11),19.54,0.3285148278,0.7345814866,0.1289685597,0.31839766577727263,30.960621168,44,0
35107,35107 (1991 VH),16.86,1.128638801,2.523713081,0.0432948715,0.06952085588666666,9.0293283698,15,1
35396,35396 (1997 XF11),17.01,1.0533070151,2.3552660868,0.0062115036,0.09466906157826087,19.5164784277,23,1
35670,35670 (1998 SU27),19.57,0.3240074354,0.7245026508,0.0720423187,0.23625464086000003,26.7621351977,25,0
26310,26310 (1998 TX6),19.28,0.3703010782,0.828018383,0.1537776013,0.17406081895,6.2400991939,6,0
27002,27002 (1998 DV9),18.31,0.5788352575,1.2943149835,0.0045264222,0.2227477853791667,20.4667700391,24,1
35432,35432 (1998 BG9),19.39,0.3520099801,0.7871182442,0.1355813048,0.1579602994,11.5616930239,2,0
23548,23548 (1994 EF2),17.28,0.930154254,2.0798881414,0.2394830198,0.34690678660909086,21.6800900483,11,0
23606,23606 (1996 AS1),18.38,0.5604733623,1.2532565376,0.1018188282,0.12646340707142859,9.1238454621,7,0
24443,24443 (2000 OG),16.42,1.3821493588,3.0905799213,0.1238345961,0.3285974151208333,41.1334881162,24,0
26663,26663 (2000 XK47),18.12,0.6317641482,1.4126675811,0.0359433068,0.09888047773333335,17.1847954142,9,1
31669,31669 (1999 JT6),16.19,1.536579294,3.4358957542,0.0269890879,0.121932812875,14.3379795244,12,1
33342,33342 (1998 WT24),18.02,0.6615382752,1.4792445531,0.0090528209,0.08419614477407407,15.5927543435,54,1
36017,36017 (1999 ND43),19.29,0.3685996993,0.8242139842,0.0939588266,0.12141879093076925,7.5094238866,13,0
23187,23187 (2000 PN9),16.04,1.6464743776,3.6816286314,0.0203412259,0.0979455074,33.5565696556,8,1
23714,23714 (1998 EC3),16.87,1.1234531767,2.5121176727,0.110212858,0.15437364264444445,13.1778124419,9,0
24475,24475 (2000 VN2),16.43,1.3757989593,3.0763799964,0.1491239623,0.16723185743333335,10.7616753884,6,0
24761,24761 Ahau (1993 BW2),17.37,0.8923905787,1.9954459964,0.1012986762,0.13587088221666666,16.5256529695,12,0
25143,25143 Itokawa (1998 SF36),19.26,0.3737274319,0.8356799428,0.0115557671,0.07183547600909092,11.6057055141,22,1
26817,26817 (1987 QB),19.49,0.3361669212,0.7516920875,0.1282207108,0.24329648269999996,16.5485907479,12,0
30825,30825 (1990 TG1),14.73,3.0099201655,6.7303860969,0.1020931458,0.14187317914,14.5284393956,5,0
36183,36183 (1999 TX16),16.3,1.4606796427,3.2661789745,0.135280913,0.15654832656249998,22.3401427409,8,0
53789,53789 (2000 ED104),17.35,0.900647767,2.0139096308,0.0500905454,0.1086299866076923,23.2630991356,13,1
37638,37638 (1993 VB),19.28,0.3703010782,0.828018383,0.0341407573,0.20272099200434782,23.6102884468,23,1
39565,39565 (1992 SL),18.46,0.5402004935,1.207925025,0.0918724749,0.12946344198749998,8.192951555,8,0
39572,39572 (1993 DQ1),16.56,1.2958507267,2.8976103136,0.0428510309,0.10453231977142859,11.8333793626,7,1
41440,41440 (2000 HZ23),19.88,0.2809020939,0.6281161771,0.2368135915,0.3443250175030303,8.1133238863,33,0
48603,48603 (1995 BC2),17.82,0.7253622947,1.6219593992,0.1366765145,0.25924338366875,13.0594475223,16,0
52340,52340 (1992 SY),17.98,0.67383719,1.5067457626,0.1018572448,0.11941543951428571,10.8033675416,7,0
52750,52750 (1998 KK17),16.67,1.2318419127,2.7544822542,0.1626803735,0.18171414013846154,18.0621699722,13,0
52760,52760 (1998 ML14),17.52,0.8328273455,1.8622585581,0.0181085754,0.07501201455714286,16.9088875708,7,1
52762,52762 (1998 MT24),14.82,2.8877193076,6.4571366717,0.1632990499,0.18202619182500002,22.059805321,4,0
52768,52768 (1998 OR2),16.02,1.6617090174,3.7156943217,0.0118494646,0.10342773744444445,13.0335442127,9,1
53426,53426 (1999 SL5),17.19,0.9695159909,2.167903661,0.36976491,0.4113898813272728,27.1620775649,22,1
53429,53429 (1999 TF5),19.02,0.4174024334,0.933340215,0.0681180233,0.1315444683,26.6573965763,4,0
53550,53550 (2000 BF19),19.05,0.4116754573,0.9205343072,0.0446694215,0.127710073688,16.0942991005,25,1
54509,54509 YORP (2000 PH5),22.66,0.0780827277,0.1745982871,0.0052805853,0.20302992581702126,21.6037497152,94,0
37655,37655 Illapa (1994 PM),17.85,0.7154099509,1.599705282,0.0250375538,0.3050615337321428,41.0194149105,56,1
40267,40267 (1999 GJ4),15.54,2.0727884338,4.6348958409,0.1454965528,0.170713321675,34.1157232155,8,0
52381,52381 (1993 HA),20.05,0.2597496533,0.580817882,0.1689152718,0.1798343910411765,4.1326551443,17,0
52761,52761 (1998 MN14),17.96,0.6800721287,1.5206875095,0.1944934233,0.1967157376,10.130187384,4,0
53319,53319 (1999 JM8),15.35,2.2623249055,5.058712276,0.0334813183,0.09612729358571429,14.7101870857,7,1
53409,53409 (1999 LU7),18.73,0.477040198,1.0666943108,0.0873322452,0.25105475390714294,29.4939161162,28,0
38071,38071 (1999 GU3),19.57,0.3240074354,0.7245026508,0.0294571366,0.09217253591999999,11.8328281196,5,1
38239,38239 (1999 OR3),18.33,0.573528464,1.2824486324,0.0922911459,0.15793646862142857,18.8543627427,14,0
41429,41429 (2000 GE2),20.66,0.1961349444,0.4385710684,0.0131659954,0.09284278599,21.5512732273,30,1
42286,42286 (2001 TN41),16.7,1.214940408,2.7166893409,0.1160420444,0.15212517665454547,17.6852390853,11,0
52387,52387 Huitzilopochtli (1993 OM7),17.75,0.7491261831,1.6750970692,0.061552903,0.10968498521666666,14.2427022029,12,0
54071,54071 (2000 GQ146),17.42,0.8720772891,1.9500241,0.1253016691,0.15616368657,13.9343994934,10,0
65717,65717 (1993 BX3),20.87,0.1780553292,0.3981438198,0.0473321245,0.1009774455142857,8.7213156651,14,1
65996,65996 (1998 MX5),18.49,0.5327886649,1.1913516723,0.1777181901,0.2513868795875,15.9052418881,16,0
66391,66391 Moshup (1999 KW4),16.64,1.2489785407,2.7928009194,0.0141005827,0.10299414671904765,24.9818271188,63,1
66400,66400 (1999 LT7),19.27,0.3720103103,0.8318403423,0.0573670383,0.13300804361458335,22.1497872347,48,0
55408,55408 (2001 TC2),18.88,0.4451998164,0.9954970531,0.1476609269,0.16595814431666667,18.3569308764,6,0
65679,65679 (1989 UQ),19.62,0.3166321257,0.708010957,0.0168581495,0.11905105893902436,12.4080514082,41,1
65803,65803 Didymos (1996 GT),18.11,0.634680239,1.4191881584,0.0391459578,0.10234856584615383,10.5568540509,13,1
66253,66253 (1999 GT3),18.4,0.5553349116,1.2417666126,0.1891413884,0.3272682727491803,44.3805579556,61,0
65674,65674 (1988 SM),18.28,0.586887658,1.3123206985,0.1291766086,0.15415625554999998,9.6949469575,8,0
54660,54660 (2000 UJ1),17.92,0.6927156136,1.5489592011,0.0863830386,0.13748024413999999,25.9003789546,10,0
65690,65690 (1991 DG),19.07,0.407901194,0.912094798,0.0539228202,0.1349066083470588,14.2957012831,17,1
65706,65706 (1992 NA),16.57,1.2898968334,2.8842970035,0.0686073005,0.11070595143333332,11.0888284418,3,0
65733,65733 (1993 PC),18.37,0.5630603897,1.2590413069,0.0925860707,0.13844933365675674,19.7116624872,37,0
65909,65909 (1998 FH12),19.31,0.365220357,0.8166575449,0.0163130343,0.08478900737666667,21.1930308469,30,1
66008,66008 (1998 QH2),15.93,1.7320282714,3.8729329538,0.0776306834,0.12678758165,35.0707180731,12,0
66063,66063 (1998 RO1),18.15,0.6230960191,1.3932850552,0.0921273157,0.3405409405309278,39.5059250827,97,0
66146,66146 (1998 TU3),14.36,3.5690692667,7.9806814968,0.0742309349,0.14829379523600006,18.463813227,75,0
66407,66407 (1999 LQ28),18.84,0.453476699,1.0140047252,0.1211159343,0.15240729443571424,13.1468487549,14,0
67367,67367 (2000 LY27),17.08,1.0198938585,2.2805519975,0.432590164,0.4577847105254236,7.8473551967,59,1
67399,67399 (2000 PJ6),18.41,0.5527833794,1.2360612132,0.0610836618,0.09845603812499999,14.4679128094,12,0
68267,68267 (2001 EA16),17.01,1.0533070151,2.3552660868,0.0591060973,0.10855666119999997,26.0653791557,11,0
85275,85275 (1994 LY),16.49,1.3383046182,2.9925401008,0.0987191946,0.1359333947,13.7158609382,8,0
85640,85640 (1998 OX4),21.14,0.1572370824,0.3515928047,0.0019801434,0.2026831967444444,26.8076640999,45,1
85713,85713 (1998 SS49),15.77,1.8644681832,4.1690775995,0.0659931156,0.29608959134285706,31.74299425,35,1
68216,68216 (2001 CV26),16.57,1.2898968334,2.8842970035,0.0226237919,0.09767137448461538,15.2514978875,13,1
68347,68347 (2001 KB67),19.92,0.2757750529,0.6166517648,0.0171699754,0.3257037024823901,27.0461278034,159,1
68372,68372 (2001 PM9),18.95,0.4310771239,0.9639177525,0.094942834,0.13132899886,14.4589741615,15,1
