designation,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,miss_distance_min_au,miss_distance_mean_au,relative_velocity_max_kms,n_close_approaches,is_potentially_hazardous_asteroid
2017 QT32,(2017 QT32),26.1,0.0160160338,0.0358129403,0.0313595153,0.0313595153,10.3449270524,1,0
2017 QU32,(2017 QU32),26.6,0.0127219879,0.0284472297,0.0128180148,0.2317710558,26.608938784,6,0
2017 QM33,(2017 QM33),27.8,0.0073207399,0.016369672,0.004000917,0.004000917,17.6515456744,1,0
2017 QN33,(2017 QN33),24.3,0.0366906138,0.0820427065,0.075587445,0.075587445,7.3603732549,1,0
2017 QP33,(2017 QP33),24.2,0.0384197891,0.0859092601,0.0614018299,0.2191281701,16.3195188818,2,0
2017 QV34,(2017 QV34),20.41,0.2200670271,0.4920848322,0.0722606256,0.26842556464444445,24.0723466952,9,1
2017 QZ34,(2017 QZ34),25.6,0.0201629919,0.0450858206,0.0537423257,0.0537423257,9.7508961951,1,0
2017 QB35,(2017 QB35),29.3,0.0036690614,0.0082042706,0.0023849584,0.21141621157804882,17.5127760243,41,0
2017 QR35,(2017 QR35),25.3,0.0231502122,0.0517654482,0.0164942121,0.3279302255,19.0526814272,5,0
2017 QU35,(2017 QU35),24.1,0.040230458,0.0899580388,0.1161328846,0.1161328846,6.120143074,1,0
2017 QX35,(2017 QX35),22.27,0.0934447651,0.2089488469,0.0180453601,0.27830496166153856,20.3895043384,39,0
2017 RU,(2017 RU),22.4,0.0880146521,0.1968067451,0.1491030479,0.22821531374999998,11.8271081845,4,0
2017 RV,(2017 RV),21.96,0.1077841687,0.2410127282,0.0065799795,0.31302886449611644,35.0410660611,103,1
2017 RU1,(2017 RU1),22.4,0.0880146521,0.1968067451,0.0952280288,0.25407212494000003,17.8961470758,5,0
2017 RX1,(2017 RX1),23.7,0.0483676488,0.1081533507,0.0399747501,0.3321729910111111,17.4627443102,9,0
2017 RN2,(2017 RN2),26.3,0.0146067964,0.0326617897,0.2011577116,0.26191514898333335,7.3962655131,12,0
2017 RP2,(2017 RP2),23.62,0.0501828101,0.1122121746,0.049539294,0.2300558220953488,13.9513718535,86,0
2017 RA14,(2017 RA14),22.45,0.086011194,0.1923268766,0.0623294094,0.241675559952381,21.125007489,21,0
2017 RD15,(2017 RD15),19.61,0.3180936332,0.7112789871,0.0923963225,0.22700480937692308,18.3504342218,13,0
2017 RO15,(2017 RO15),25.4,0.022108281,0.0494356193,0.1304452251,0.1304452251,11.1003670999,1,0
2017 RQ15,(2017 RQ15),25.8,0.0183888672,0.0411187571,0.0249267334,0.0249267334,20.3845342808,1,0
2017 RE16,(2017 RE16),20.55,0.2063264836,0.4613600429,0.287097391,0.3681347955249999,2.6102080961,12,0
2017 RN16,(2017 RN16),28.9,0.004411182,0.0098637028,0.0033333858,0.27138556100769223,21.2527551646,13,0
2017 PV26,(2017 PV26),21.2,0.1529519353,0.3420109247,0.0579039757,0.27859029371538463,22.8136407307,13,1
2017 PW26,(2017 PW26),24.8,0.0291443905,0.0651688382,0.0531986967,0.3341434356,28.3944134218,6,0
2017 PY26,(2017 PY26),22.47,0.0852226386,0.1905636132,0.0078146974,0.2687048187272727,33.7332760012,55,0
2017 PB27,(2017 PB27),20.7,0.1925550782,0.4305662442,0.3040329714,0.37911708815000006,2.8252729746,12,0
2017 QO,(2017 QO),25.7,0.0192555078,0.0430566244,0.065531006,0.20997325384642856,16.1276742504,28,0
2017 QS,(2017 QS),23.1,0.063760979,0.1425738833,0.09663528,0.24915999956666668,15.9098091756,3,0
2017 QR1,(2017 QR1),20.06,0.2585562121,0.5781492662,0.2514911121,0.3925450758388891,35.4981263099,54,0
2017 QS1,(2017 QS1),26.4,0.0139493823,0.0311917671,0.0241218451,0.0241218451,10.8193108934,1,0
2017 QT1,(2017 QT1),26.7,0.0121494041,0.0271668934,0.0066595223,0.25225482648,33.1333596465,5,0
2017 QW1,(2017 QW1),26.2,0.0152951935,0.0342010925,0.0168574582,0.19173104209069766,16.8633650871,43,0
2017 QF2,(2017 QF2),24.9,0.0278326768,0.0622357573,0.1005203108,0.15277253014285713,9.3721173097,7,0
2017 QN2,(2017 QN2),28.3,0.0058150704,0.0130028927,0.0014473696,0.2786955331,27.9527621947,3,0
2017 QZ2,(2017 QZ2),23.8,0.046190746,0.1032856481,0.2037872599,0.2037872599,5.175370519,1,0
2017 QF3,(2017 QF3),27.9,0.0069912523,0.0156329154,0.0036961919,0.2678723247142857,27.0905024672,7,0
2017 QN16,(2017 QN16),21.75,0.1187284988,0.2654849942,0.1800598996,0.18751620761999999,7.5752976502,5,0
2017 QP16,(2017 QP16),26.6,0.0127219879,0.0284472297,0.0176905694,0.19951221665000002,17.6625117585,4,0
2017 QR16,(2017 QR16),22.82,0.0725362295,0.1621959399,0.0709009161,0.339110940001613,18.3121990036,62,0
2017 QZ16,(2017 QZ16),26.5,0.0133215567,0.0297879063,0.0173607728,0.0173607728,11.9211878429,1,0
2017 QA17,(2017 QA17),23.8,0.046190746,0.1032856481,0.1764988871,0.21474089105,7.8452986421,2,0
2017 QB17,(2017 QB17),24.8,0.0291443905,0.0651688382,0.0991467619,0.16218507455,9.6144959893,2,0
2017 QN17,(2017 QN17),22.89,0.0702352248,0.157050737,0.2727467721,0.39073021427604165,6.3934411217,96,0
2017 QQ17,(2017 QQ17),28.0,0.0066765941,0.0149293183,0.0026244013,0.16521787143333336,21.183851516,3,0
2017 QG18,(2017 QG18),27.0,0.0105816886,0.023661375,0.0112220233,0.21409544245,19.1496389821,2,0
2017 QM18,(2017 QM18),18.6,0.5064714588,1.1325046106,0.1293179566,0.30662287758999995,24.9539668639,20,0
2017 QN18,(2017 QN18),20.36,0.2251930467,0.5035469604,0.1073404886,0.2847597508515152,42.4975931875,33,0
2017 QP32,(2017 QP32),25.8,0.0183888672,0.0411187571,0.0306567182,0.08131011725,17.9626915565,2,0
2017 QA35,(2017 QA35),23.4,0.0555334912,0.1241766613,0.1169093326,0.30275240945,15.2886557618,2,0
2017 QC36,(2017 QC36),20.7,0.1925550782,0.4305662442,0.0745002356,0.33525744954023,21.2087332114,174,1
2017 RL,(2017 RL),18.62,0.5018281006,1.1221217459,0.0222056994,0.2185362886625,21.5472234785,16,1
2017 RK1,(2017 RK1),20.44,0.2170475943,0.4853331752,0.2471190121,0.3041986875615385,5.7993652909,13,0
2017 RV1,(2017 RV1),20.08,0.2561857545,0.5728487619,0.0424908013,0.26561832642777783,26.2651310691,18,1
2017 RK2,(2017 RK2),27.9,0.0069912523,0.0156329154,0.0062851513,0.0062851513,7.7225710337,1,0
2017 RT2,(2017 RT2),24.5,0.0334622374,0.0748238376,0.0876337036,0.0876337036,7.5283049139,1,0
2017 RV2,(2017 RV2),26.23,0.0150853356,0.0337318359,0.0055640086,0.27914014798888886,19.1442982722,9,0
2017 RX2,(2017 RX2),26.55,0.013018321,0.0291098508,0.0082731548,0.20597928814874997,29.3045749485,80,0
2017 RF15,(2017 RF15),22.2,0.096506147,0.2157943048,0.1829945305,0.19757522805,7.1942265127,2,0
2017 RG15,(2017 RG15),23.7,0.0483676488,0.1081533507,0.1130041404,0.2570123757,20.9454945518,2,0
2017 RK15,(2017 RK15),25.68,0.0194336768,0.0434550225,0.0161196844,0.3095682563326531,27.6693812802,196,0
2017 RL15,(2017 RL15),22.3,0.0921626549,0.2060819612,0.2332009495,0.3214373977,9.7811248632,9,0
2017 RR15,(2017 RR15),20.7,0.1925550782,0.4305662442,0.0355130839,0.12366341317619048,19.2062914965,21,1
2017 RO16,(2017 RO16),27.8,0.0073207399,0.016369672,0.012743614,0.1073186753,16.6175129449,3,0
2017 SE2,(2017 SE2),20.64,0.1979497587,0.4426291165,0.2597814055,0.3518338638866666,16.77673716,15,0
2017 SF2,(2017 SF2),24.2,0.0384197891,0.0859092601,0.0496648018,0.1888276765909091,26.415581781,11,0
2017 SM2,(2017 SM2),27.3,0.0092162655,0.0206081961,0.0020709993,0.2727666582653846,21.0016848962,26,0
2017 SQ2,(2017 SQ2),25.8,0.0183888672,0.0411187571,0.0013277642,0.0013277642,10.0579688064,1,0
2017 SM10,(2017 SM10),22.3,0.0921626549,0.2060819612,0.209250757,0.209250757,5.6385464048,1,0
2017 SO10,(2017 SO10),24.6,0.0319561887,0.0714562102,0.0227297513,0.303742125065,22.8949227911,40,0
2017 SR10,(2017 SR10),26.2,0.0152951935,0.0342010925,0.0094032631,0.1940084324,18.8834914488,2,0
2017 SX11,(2017 SX11),21.04,0.1646474378,0.3681628631,0.1531914434,0.2605055171403847,28.0209797716,52,0
2017 SF12,(2017 SF12),24.6,0.0319561887,0.0714562102,0.1178165603,0.1178165603,8.1639264287,1,0
2017 SK12,(2017 SK12),23.7,0.0483676488,0.1081533507,0.0524190862,0.1929074583,18.9445056983,2,0
2017 SL12,(2017 SL12),22.2,0.096506147,0.2157943048,0.1919547401,0.20737419834999998,13.1685348027,2,0
2017 SO12,(2017 SO12),23.5,0.0530340723,0.1185877909,0.0924517336,0.0924517336,17.9737416628,1,0
2017 SP12,(2017 SP12),20.57,0.204434871,0.4571302686,0.1076941508,0.27139230115581403,31.7457800961,43,0
2017 SB14,(2017 SB14),21.05,0.1638909515,0.3664713084,0.1248424946,0.3557539078402983,22.2288921227,67,0
2017 SF14,(2017 SF14),24.46,0.0340843469,0.0762149166,0.0490648466,0.30004281016712336,17.5795558951,73,0
2017 SP14,(2017 SP14),25.5,0.0211132445,0.0472106499,0.0666009657,0.2547532796,14.5512091221,6,0
2017 SR14,(2017 SR14),24.0,0.0421264611,0.0941976306,0.176736292,0.176736292,12.7334947531,1,0
2017 ST14,(2017 ST14),23.5,0.0530340723,0.1185877909,0.0409810437,0.23410419715,29.7171790436,2,0
2017 SU14,(2017 SU14),26.0,0.0167708462,0.0375007522,0.029135249,0.029135249,10.2167518988,1,0
2017 SJ16,(2017 SJ16),26.0,0.0167708462,0.0375007522,0.0299436335,0.0299436335,7.8081955794,1,0
2017 RQ16,(2017 RQ16),20.44,0.2170475943,0.4853331752,0.3480727362,0.4083471062909092,25.6471381993,11,0
2017 RR16,(2017 RR16),21.7,0.1214940408,0.2716689341,0.215219934,0.30079616859999997,19.7493788961,11,0
2017 RN17,(2017 RN17),21.7,0.1214940408,0.2716689341,0.3867251633,0.3867251633,21.9676733694,1,0
2017 RR17,(2017 RR17),23.65,0.0494942761,0.1106725658,0.1520378101,0.1520378101,13.6489164483,1,0
2017 RY17,(2017 RY17),27.2,0.0096506147,0.0215794305,0.042399449,0.042399449,5.0143879784,1,0
2017 SA,(2017 SA),22.08,0.1019893859,0.2280551997,0.0993978527,0.26664921425000004,18.82997777,12,0
2017 SH2,(2017 SH2),23.77,0.0468333233,0.1047224945,0.1842393273,0.18649257395000002,4.8655238225,2,0
2017 SJ2,(2017 SJ2),23.8,0.046190746,0.1032856481,0.1264345651,0.1264345651,8.0179368401,1,0
2017 SL10,(2017 SL10),24.2,0.0384197891,0.0859092601,0.1871708459,0.1871708459,12.7523815893,1,0
2017 SP10,(2017 SP10),26.1,0.0160160338,0.0358129403,0.0313027017,0.0313027017,9.249712659,1,0
2017 SQ11,(2017 SQ11),20.7,0.1925550782,0.4305662442,0.2362236663,0.32605521902142864,19.9403643559,14,0
2017 SR11,(2017 SR11),23.9,0.04411182,0.0986370281,0.1967642226,0.1967642226,6.5217941871,1,0
2017 ST11,(2017 ST11),23.9,0.04411182,0.0986370281,0.1600522216,0.22980945388750001,9.7488346513,8,0
2017 SE12,(2017 SE12),27.16,0.009830033,0.0219806221,0.0128872406,0.24617295775555556,18.2769925293,9,0
2017 SH12,(2017 SH12),23.8,0.046190746,0.1032856481,0.074781083,0.2346286993,17.5433826669,11,0
2017 SJ12,(2017 SJ12),22.7,0.0766575574,0.1714115092,0.1587765597,0.25186048348571427,15.5264332717,7,0
2017 SM12,(2017 SM12),23.2,0.0608912622,0.1361570015,0.0821965313,0.2247745819,19.2027876551,3,0
2017 SN12,(2017 SN12),25.0,0.02658,0.0594346868,0.0516486619,0.0516486619,13.6591553693,1,0
2017 SQ12,(2017 SQ12),25.4,0.022108281,0.0494356193,0.0441356196,0.0441356196,6.9740988637,1,0
2017 SS12,(2017 SS12),27.1,0.0101054342,0.0225964377,0.0017204116,0.2688996478735295,23.810330959,34,0
2017 SZ13,(2017 SZ13),25.3,0.0231502122,0.0517654482,0.0676285531,0.07305232824999999,10.1782214759,2,0
2017 SC14,(2017 SC14),24.4,0.0350392641,0.0783501764,0.0787999305,0.31704813070769233,17.6108049328,13,0
2017 SN14,(2017 SN14),18.95,0.4310771239,0.9639177525,0.0495773368,0.11296438049499999,23.5814765523,20,0
2017 SS14,(2017 SS14),26.7,0.0121494041,0.0271668934,0.030479045,0.030479045,9.347568012,1,0
2017 SG16,(2017 SG16),26.5,0.0133215567,0.0297879063,0.0330432302,0.0330432302,6.8613957754,1,0
2017 SH16,(2017 SH16),25.2,0.0242412481,0.0542050786,0.0234888561,0.21096126859999997,25.2931779015,7,0
2017 SN16,(2017 SN16),23.34,0.057089334,0.1276556316,0.093001774,0.2299687062356322,18.8673488046,87,0
2017 SR16,(2017 SR16),24.4,0.0350392641,0.0783501764,0.0248236332,0.09126910285,22.3614912134,2,0
2017 SS17,(2017 SS17),24.0,0.0421264611,0.0941976306,0.1018813861,0.27763157505,13.5930102176,4,0
2017 ST17,(2017 ST17),24.82,0.0288771931,0.0645713667,0.0781810031,0.245454558275,16.9735131674,4,0
2017 SE19,(2017 SE19),19.87,0.2821986791,0.6310154296,0.0525420799,0.11359095592857142,11.1945035094,7,1
2017 SG19,(2017 SG19),23.4,0.0555334912,0.1241766613,0.115818045,0.115818045,13.4685382509,1,0
2017 SV19,(2017 SV19),25.0,0.02658,0.0594346868,0.0305026499,0.062147562999999996,2.0463416022,8,0
2017 ST20,(2017 ST20),22.63,0.0791689667,0.1770271912,0.2250464101,0.3236222541585366,9.9731385327,82,0
2017 SX20,(2017 SX20),24.14,0.0394961694,0.0883161196,0.0990147497,0.25746521738571426,17.1701078797,7,0
2017 SB21,(2017 SB21),24.5,0.0334622374,0.0748238376,0.0756293417,0.18537840833333333,19.2162065926,3,0
2017 SA33,(2017 SA33),23.58,0.0511157782,0.1142983547,0.1743380801,0.1743380801,7.1229330076,1,0
2017 SB33,(2017 SB33),23.24,0.0597798714,0.1336718562,0.1476373204,0.1476373204,14.5426857173,1,0
2017 SL33,(2017 SL33),19.85,0.2848098313,0.6368541435,0.1459853392,0.29677358802631576,25.4667777314,19,0
2017 TA,(2017 TA),24.8,0.0291443905,0.0651688382,0.0068264745,0.28273200248571434,17.1594692756,7,0
2017 TC1,(2017 TC1),20.84,0.1805323255,0.4036825521,0.2321454553,0.2321454553,35.1577598524,1,0
2017 TH1,(2017 TH1),25.45,0.0216050351,0.0483103272,0.0384825033,0.09265749012222221,13.8938231471,9,0
2017 TG2,(2017 TG2),21.67,0.1231841913,0.2754482254,0.0509043195,0.2701065653472728,32.1725587532,55,1
2017 TH2,(2017 TH2),28.8,0.0046190746,0.0103285648,0.0054913704,0.29780735202499997,17.3506357485,16,0
2017 TK2,(2017 TK2),25.8,0.0183888672,0.0411187571,0.0126682153,0.279119161025,23.8202082511,8,0
2017 TN2,(2017 TN2),22.23,0.095182033,0.212833496,0.0351284509,0.12220693660555554,27.4173738695,18,0
2017 TT3,(2017 TT3),25.6,0.0201629919,0.0450858206,0.0034325941,0.226012284875,9.1682770577,4,0
2017 TB4,(2017 TB4),21.8,0.1160259082,0.2594418179,0.1487142105,0.1487142105,18.7686933966,1,0
2017 SL16,(2017 SL16),25.92,0.0174002295,0.038908096,0.0186511382,0.19231379292772283,20.2747749405,101,0
2017 ST16,(2017 ST16),24.2,0.0384197891,0.0859092601,0.1262539867,0.2593105607708333,12.719288851,24,0
2017 SM17,(2017 SM17),23.6,0.0506471459,0.1132504611,0.0989268059,0.2747734187307692,28.0813318082,13,0
2017 SJ19,(2017 SJ19),27.1,0.0101054342,0.0225964377,0.0439310993,0.0569385891,6.4358989975,2,0
2017 SQ19,(2017 SQ19),24.6,0.0319561887,0.0714562102,0.1030209056,0.1030209056,8.7381758572,1,0
2017 SS19,(2017 SS19),19.24,0.3771854893,0.8434123941,0.1404077961,0.35287206898,18.8957571315,10,0
2017 SX19,(2017 SX19),27.0,0.0105816886,0.023661375,0.0457729728,0.0457729728,4.9588515865,1,0
2017 SB20,(2017 SB20),25.0,0.02658,0.0594346868,0.0171503565,0.211356456858,19.67255603,50,0
2017 SG20,(2017 SG20),25.3,0.0231502122,0.0517654482,0.0391774797,0.0391774797,11.3645050913,1,0
2017 SH20,(2017 SH20),23.9,0.04411182,0.0986370281,0.0781854265,0.25242684756666667,26.6196719595,3,0
2017 SV20,(2017 SV20),18.76,0.4704949611,1.0520587161,0.0202809557,0.2991881925475409,23.2027170573,61,1
2017 SW20,(2017 SW20),19.39,0.3520099801,0.7871182442,0.279407846,0.38971256641333335,39.8849186149,30,0
2017 SZ20,(2017 SZ20),24.5,0.0334622374,0.0748238376,0.0628994386,0.289908867384375,17.9727200852,96,0
2017 SK21,(2017 SK21),22.3,0.0921626549,0.2060819612,0.0934000395,0.26600915648,33.6789516121,5,0
2017 SN21,(2017 SN21),26.0,0.0167708462,0.0375007522,0.0217013977,0.28299494183749996,18.4026410683,8,0
2017 SP21,(2017 SP21),27.8,0.0073207399,0.016369672,0.0085141623,0.2292516406584906,20.3561707683,53,0
2017 SR32,(2017 SR32),19.48,0.3377185972,0.7551617405,0.1345743977,0.16145100908333335,20.6607193843,6,0
2017 SS32,(2017 SS32),22.8,0.0732073989,0.1636967205,0.0528839872,0.28903994075740735,31.6448077498,162,0
2017 TH4,(2017 TH4),24.5,0.0334622374,0.0748238376,0.0170777843,0.28643044135164847,28.2444323755,91,0
2017 TN4,(2017 TN4),25.2,0.0242412481,0.0542050786,0.0412199548,0.24270092884,17.6750180786,5,0
2017 TR4,(2017 TR4),25.9,0.0175612318,0.0392681082,0.0343638576,0.2746504109,14.7587537464,4,0
2017 TY4,(2017 TY4),21.0,0.1677084622,0.3750075218,0.2181322656,0.2878555607,20.9788684274,2,0
2017 TC5,(2017 TC5),26.2,0.0152951935,0.0342010925,0.0399784714,0.24796031603076923,22.1287240512,26,0
2017 TH5,(2017 TH5),28.4,0.0055533491,0.0124176661,0.0006676611,0.2640287680222222,25.2226200366,9,0
2017 TO5,(2017 TO5),25.3,0.0231502122,0.0517654482,0.1054759955,0.1054759955,5.2591933021,1,0
2017 TP5,(2017 TP5),24.8,0.0291443905,0.0651688382,0.0705752405,0.0705752405,12.7726430657,1,0
2017 TA6,(2017 TA6),27.1,0.0101054342,0.0225964377,0.0170799884,0.23464436466000008,18.7507638133,65,0
2017 TE6,(2017 TE6),23.5,0.0530340723,0.1185877909,0.25746908,0.25746908,12.9941906381,1,0
2017 TK6,(2017 TK6),24.63,0.0315177333,0.0704757942,0.0435279749,0.3382958955631866,26.2377122295,182,0
2017 TS6,(2017 TS6),28.2,0.0060891262,0.0136157002,0.0295708095,0.0295708095,6.5880436406,1,0
2017 TU6,(2017 TU6),20.89,0.1764229081,0.3944936153,0.2324455256,0.31614222542727277,14.3142136957,11,0
2017 UA,(2017 UA),28.5,0.0053034072,0.0118587791,0.0030671644,0.27450597206944455,21.6571073997,36,0
2017 UD,(2017 UD),25.6,0.0201629919,0.0450858206,0.0100430251,0.23699948670526308,29.357512486,19,0
2017 UF,(2017 UF),27.9,0.0069912523,0.0156329154,0.002546857,0.002546857,23.0734364163,1,0
2017 UJ,(2017 UJ),25.6,0.0201629919,0.0450858206,0.0070868065,0.25951900655000004,24.5390589148,10,0
2017 US,(2017 US),26.2,0.0152951935,0.0342010925,0.0093493473,0.24841209013225807,20.3513603987,155,0
2017 UT,(2017 UT),23.0,0.0667659413,0.1492931834,0.084313433,0.084313433,10.9524234787,1,0
2017 UU,(2017 UU),26.4,0.0139493823,0.0311917671,0.0226153686,0.0226153686,10.1194454051,1,0
2017 UA1,(2017 UA1),22.4,0.0880146521,0.1968067451,0.1735170803,0.31534794329615384,22.2168907165,52,0
2017 UF1,(2017 UF1),26.6,0.0127219879,0.0284472297,0.0310023086,0.31811457830294115,27.0219431905,34,0
2017 UH1,(2017 UH1),26.1,0.0160160338,0.0358129403,0.0127028546,0.26129294575,32.9345384676,4,0
2017 UJ1,(2017 UJ1),25.3,0.0231502122,0.0517654482,0.0657681343,0.30404931338333335,16.6131010707,6,0
2017 UM1,(2017 UM1),25.9,0.0175612318,0.0392681082,0.0178665098,0.20901645192499999,30.4735440633,4,0
2017 UO1,(2017 UO1),24.9,0.0278326768,0.0622357573,0.0656125876,0.0656125876,7.0760865664,1,0
2017 UT1,(2017 UT1),27.5,0.008405334,0.0187948982,0.0069626514,0.252748114375,22.6910295157,4,0
2017 UM2,(2017 UM2),26.2,0.0152951935,0.0342010925,0.0487627443,0.0901369043,9.5216579938,2,0
2017 UN2,(2017 UN2),28.2,0.0060891262,0.0136157002,0.0061029051,0.0061029051,6.8940072647,1,0
2017 UR2,(2017 UR2),27.7,0.0076657557,0.0171411509,0.0021311991,0.28376665811842106,25.2989113333,38,0
2017 SY32,(2017 SY32),21.11,0.1594244681,0.3564839479,0.0440824879,0.27783478859000005,30.6688054989,90,1
2017 SD33,(2017 SD33),19.0,0.4212646106,0.9419763057,0.1740116473,0.1740116473,13.7075367126,1,0
2017 SE33,(2017 SE33),27.7,0.0076657557,0.0171411509,0.0184692561,0.2095863334,19.7841788056,2,0
2017 TB1,(2017 TB1),24.8,0.0291443905,0.0651688382,0.0884152017,0.18780154163333332,11.933018753,3,0
2017 TE1,(2017 TE1),25.2,0.0242412481,0.0542050786,0.0117649266,0.0117649266,8.865884765,1,0
2017 TJ1,(2017 TJ1),20.71,0.191670368,0.428587972,0.1177576119,0.16853866394800002,9.551388846,25,0
2017 TR1,(2017 TR1),20.7,0.1925550782,0.4305662442,0.1580678931,0.321762609175,22.7782795373,4,0
2017 TE2,(2017 TE2),23.27,0.0589596608,0.1318378096,0.0333105936,0.216044426,27.9962422259,5,0
2017 TJ2,(2017 TJ2),24.95,0.0271991277,0.0608190985,0.0284235221,0.2266007607238095,17.6829644105,21,0
2017 TR3,(2017 TR3),20.76,0.1873074177,0.4188321187,0.2696163142,0.3559821654807692,3.3385733287,26,0
2017 TU3,(2017 TU3),24.8,0.0291443905,0.0651688382,0.0208681315,0.12755653936666667,19.430726756,3,0
2017 TX3,(2017 TX3),20.93,0.1732028271,0.3872932954,0.2283000124,0.33789603500384613,4.2769537461,26,0
2017 TY3,(2017 TY3),25.4,0.022108281,0.0494356193,0.0109465098,0.0109465098,16.6580802895,1,0
2017 TJ4,(2017 TJ4),25.2,0.0242412481,0.0542050786,0.0098845723,0.30522611452,24.5288817366,50,0
2017 TO4,(2017 TO4),18.37,0.5630603897,1.2590413069,0.1299534841,0.2830247838375,19.8928560698,8,0
2017 TV4,(2017 TV4),19.01,0.4193290755,0.9376483177,0.1126223314,0.25761464313333327,26.4604963535,18,1
2017 TD5,(2017 TD5),25.7,0.0192555078,0.0430566244,0.028585471,0.028585471,18.7018574074,1,0
2017 TE5,(2017 TE5),26.0,0.0167708462,0.0375007522,0.0034349322,0.12915443255,14.7405517191,2,0
2017 TF5,(2017 TF5),25.52,0.0209196771,0.04677782,0.0018758689,0.0018758689,22.796507177,1,0
2017 TG5,(2017 TG5),25.1,0.0253837029,0.0567596853,0.0367468986,0.25850065426874996,27.1010533025,80,0
2017 TQ5,(2017 TQ5),27.6,0.0080270317,0.0179489885,0.01420281,0.29157310908,17.9078197757,5,0
2017 TX5,(2017 TX5),26.16,0.0155795524,0.0348369383,0.011715713,0.26324166628333334,24.1878566292,6,0
2017 TD6,(2017 TD6),27.2,0.0096506147,0.0215794305,0.0012780052,0.2585980219631579,21.2708846229,19,0
2017 TJ6,(2017 TJ6),27.6,0.0080270317,0.0179489885,0.0181797342,0.0181797342,6.3371961545,1,0
2017 TN6,(2017 TN6),21.16,0.1557955241,0.3483693825,0.0420533272,0.21899731913571424,30.9853585324,28,1
2017 TQ6,(2017 TQ6),21.9,0.1108038821,0.2477650126,0.18708718,0.32330530672499996,14.500442032,4,0
2017 UH,(2017 UH),26.2,0.0152951935,0.0342010925,0.0386552268,0.0386552268,10.9568385569,1,0
2017 UO,(2017 UO),20.34,0.2272767323,0.5082062231,0.0506806862,0.24981164088800004,47.9472876171,25,0
2017 UP,(2017 UP),26.1,0.0160160338,0.0358129403,0.0168719783,0.0168719783,14.3150450499,1,0
2017 UX,(2017 UX),25.3,0.0231502122,0.0517654482,0.0855445392,0.21995860044999999,10.5778670566,2,0
2017 UC1,(2017 UC1),22.3,0.0921626549,0.2060819612,0.1554097189,0.28680465873888894,16.9328340187,18,0
2017 US1,(2017 US1),23.3,0.058150704,0.130028927,0.1556896666,0.329162126744,12.316875136,25,0
2017 UK2,(2017 UK2),22.4,0.0880146521,0.1968067451,0.0768060209,0.20630844213000002,25.2683846574,10,0
2017 UO2,(2017 UO2),26.02,0.0166170902,0.0371569432,0.028254068,0.22945239376923077,21.4454798919,26,0
2017 UQ2,(2017 UQ2),25.7,0.0192555078,0.0430566244,0.0152946464,0.20634095915,26.0854850003,4,0
2017 UF3,(2017 UF3),26.2,0.0152951935,0.0342010925,0.0627953055,0.0627953055,9.1431436819,1,0
2017 UH3,(2017 UH3),22.35,0.0900647767,0.2013909631,0.0534659251,0.29753959860975604,33.5311688535,41,0
2017 UT2,(2017 UT2),24.6,0.0319561887,0.0714562102,0.0765603529,0.22330502147912087,19.0652768449,91,0
2017 UU2,(2017 UU2),26.4,0.0139493823,0.0311917671,0.0053951121,0.0053951121,11.3310563567,1,0
2017 UC3,(2017 UC3),22.59,0.0806408277,0.1803183724,0.0411589857,0.0411589857,31.1081315396,1,0
2017 UK3,(2017 UK3),26.9,0.0110803882,0.0247765013,0.0035569697,0.13856650885000002,21.6683841261,2,0
2017 UV4,(2017 UV4),19.7,0.3051792326,0.6824015094,0.173609434,0.18244569571250002,20.6149307473,8,0
2017 UW4,(2017 UW4),22.5,0.0840533402,0.1879489824,0.1672885592,0.3011969807117647,15.574682396,17,0
2017 UY4,(2017 UY4),25.2,0.0242412481,0.0542050786,0.0487104857,0.27718036127113405,16.2990628715,97,0
2017 UK5,(2017 UK5),25.9,0.0175612318,0.0392681082,0.0249791049,0.0249791049,7.6513340451,1,0
2017 UR5,(2017 UR5),28.7,0.0048367649,0.0108153351,0.0094324819,0.33945250384687503,18.6934296412,32,0
2017 UU5,(2017 UU5),26.93,0.0109283596,0.0244365549,0.0579218433,0.0579218433,6.7717540088,1,0
2017 UZ5,(2017 UZ5),26.6,0.0127219879,0.0284472297,0.0149424245,0.23602994094857138,19.6133513394,35,0
2017 UB6,(2017 UB6),27.2,0.0096506147,0.0215794305,0.0316663286,0.257878706,21.2996729829,2,0
2017 UD6,(2017 UD6),24.9,0.0278326768,0.0622357573,0.0703333678,0.13507975076666667,31.1076399298,3,0
2017 UG6,(2017 UG6),25.3,0.0231502122,0.0517654482,0.0357356971,0.1557018795,13.8134786947,2,0
2017 UL6,(2017 UL6),32.0,0.0010581689,0.0023661375,0.0003983006,0.29861074625000006,20.3983617198,14,0
2017 UO6,(2017 UO6),20.05,0.2597496533,0.580817882,0.4958031753,0.49670813201333336,21.0969981507,15,0
2017 UR4,(2017 UR4),20.6,0.2016299194,0.4508582062,0.0272053563,0.3048603204642858,24.1281868921,42,1
2017 UT4,(2017 UT4),25.5,0.0211132445,0.0472106499,0.0754207796,0.07662201515,4.9443020951,2,0
2017 UU4,(2017 UU4),23.2,0.0608912622,0.1361570015,0.2069913047,0.2069913047,10.2574749842,1,0
